Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
The Tempest,2010,PG-13,110,30,0.3,TRUE,FALSE
Country Strong,2010,PG-13,117,22,20.2,TRUE,FALSE
Henry's Crime,2010,R,108,40,0.1,FALSE,FALSE
I Spit on Your Grave,2010,R,108,34,0.0924,TRUE,FALSE
The Way Back,2010,PG-13,133,74,2.7,TRUE,TRUE
Somewhere,2010,R,97,71,1.8,TRUE,TRUE
The Extra Man,2010,R,108,42,0.5,FALSE,TRUE
Rabbit Hole,2010,PG-13,91,86,2.2,TRUE,FALSE
127 Hours,2010,R,94,93,18.3,TRUE,TRUE
Waiting for Forever,2010,PG-13,95,6,0.021,TRUE,FALSE
Vanishing on 7th Street,2010,R,92,50,0.0222,FALSE,FALSE
The Company Men,2010,R,104,67,4.4,TRUE,TRUE
Last Night,2010,R,93,50,0.1,FALSE,TRUE
The Grace Card,2010,PG-13,101,35,2.4,TRUE,FALSE
Happythankyoumoreplease,2010,R,100,40,0.2,TRUE,FALSE
Client 9: The Rise and Fall of Eliot Spitzer,2010,R,117,91,0.2,FALSE,FALSE
Submarine,2010,R,97,86,0.5,TRUE,TRUE
Peep World,2010,R,79,23,0.0109,FALSE,FALSE
The 5th Quarter,2010,PG,90,50,0.4,TRUE,FALSE
Insidious,2010,PG-13,103,66,54,TRUE,TRUE
Road to Nowhere,2010,R,121,80,0.0403,FALSE,FALSE
Meek's Cutoff,2010,PG,104,85,1,TRUE,FALSE
The Conspirator,2010,PG-13,122,55,11.5,TRUE,FALSE
Trust,2010,R,106,78,0.1,TRUE,FALSE
Dylan Dog: Dead of Night,2010,PG-13,107,8,1.2,FALSE,FALSE
Sympathy for Delicious,2010,R,96,29,0.0131,TRUE,FALSE
Harvest,2010,R,102,73,0.0241,TRUE,FALSE
The Perfect Host,2010,R,93,44,0.0483,TRUE,FALSE
Skateland,2010,PG-13,96,38,0.0111,FALSE,FALSE
Bloodworth,2010,R,105,50,0.0096,FALSE,FALSE
Cost of a Soul,2010,R,107,27,0.0254,FALSE,FALSE
Cool It,2010,PG,87,51,0.0627,FALSE,FALSE
Rejoice and Shout,2010,PG,115,76,0.1,FALSE,FALSE
Beginners,2010,R,105,84,5.8,TRUE,FALSE
Super,2010,R,96,48,0.3,TRUE,FALSE
Wrecked,2010,R,91,46,0.0048,FALSE,TRUE
Ceremony,2010,R,89,40,0.0217,FALSE,FALSE
Stake Land,2010,R,98,75,0.0185,TRUE,FALSE
Countdown to Zero,2010,PG,91,81,0.3,FALSE,FALSE
Cherry,2010,R,99,60,0.0111,FALSE,FALSE
The First Grader,2010,PG-13,103,59,0.3,TRUE,TRUE
Hesher,2010,R,106,54,0.4,TRUE,FALSE
Amigo,2010,R,124,62,0.2,TRUE,FALSE
Dirty Girl,2010,R,90,27,0.0536,FALSE,FALSE
A Little Help,2010,R,109,41,0.0858,TRUE,FALSE
Don't Be Afraid of the Dark,2010,R,99,58,24,TRUE,TRUE
Cave of Forgotten Dreams,2010,G,90,96,5.2,TRUE,TRUE
The Debt,2010,R,113,77,31.1,TRUE,TRUE
Everything Must Go,2010,R,97,75,2.7,FALSE,FALSE
The Whistleblower,2010,R,112,74,1.1,TRUE,TRUE
Beautiful Boy,2010,R,100,69,0.0772,TRUE,TRUE
Tabloid,2010,R,87,91,0.7,TRUE,FALSE
Welcome to the Rileys,2010,R,110,55,0.2,TRUE,TRUE
Vidal Sassoon: The Movie,2010,PG,90,59,0.0852,FALSE,FALSE
I Kissed a Vampire,2010,PG,91,0,0.0014,FALSE,FALSE
Virginia,2010,R,111,4,0.0111,FALSE,FALSE
Main Street,2010,PG,92,13,0.0016,FALSE,FALSE
High School,2010,R,99,27,0.0827,FALSE,FALSE
Morning,2010,R,95,45,0.0029,FALSE,FALSE
Radio Free Albemuth,2010,R,111,36,0.2,FALSE,FALSE
Bringing Up Bobby,2011,PG-13,93,17,0.005,FALSE,TRUE
The Details,2011,R,91,46,0.0636,FALSE,FALSE
The Last Mountain,2011,PG,95,80,0.1,TRUE,FALSE
Gun Hill Road,2011,R,86,62,0.1,TRUE,FALSE
Restless City,2011,R,80,45,0.0081,FALSE,FALSE
Season of the Witch,2011,PG-13,95,9,24.8,FALSE,FALSE
Down the Shore,2011,R,93,50,0.0048,FALSE,FALSE
The Dilemma,2011,PG-13,111,24,48.4,FALSE,FALSE
The Green Hornet,2011,PG-13,119,43,98.8,TRUE,FALSE
Pariah,2011,R,86,93,0.8,TRUE,FALSE
"Connected: An Autoblogography About Love, Death & Technology",2011,PG,82,36,0.0133,TRUE,FALSE
No Strings Attached,2011,R,108,48,70.6,TRUE,FALSE
Little Birds,2011,R,94,53,0.0166,TRUE,FALSE
Thin Ice,2011,R,93,69,0.8,FALSE,FALSE
Life in a Day,2011,PG-13,95,80,0.2,TRUE,TRUE
The Rite,2011,PG-13,114,21,33,TRUE,TRUE
The Mechanic,2011,R,93,53,29.1,FALSE,FALSE
From Prada to Nada,2011,PG-13,107,21,3,TRUE,TRUE
The Roommate,2011,PG-13,91,4,37.3,FALSE,FALSE
Sanctum,2011,R,108,30,23.1,TRUE,TRUE
Justin Bieber: Never Say Never,2011,G,105,64,73,TRUE,FALSE
Gnomeo & Juliet,2011,G,84,55,99.8,TRUE,TRUE
Just Go with It,2011,PG-13,117,19,103,TRUE,FALSE
The Eagle,2011,PG-13,114,39,19.5,FALSE,TRUE
The Last Lions,2011,PG,88,87,0.6,TRUE,TRUE
"Big Mommas: Like Father, Like Son",2011,PG-13,107,5,37.9,FALSE,FALSE
I Am Number Four,2011,PG-13,109,33,55.1,TRUE,FALSE
Hall Pass,2011,R,105,34,45,FALSE,FALSE
Drive Angry,2011,R,104,45,10.7,TRUE,FALSE
Elevate,2011,PG,81,73,0.0035,FALSE,FALSE
Take Me Home Tonight,2011,R,97,28,6.9,FALSE,TRUE
The Adjustment Bureau,2011,PG-13,106,72,62.5,TRUE,FALSE
Beastly,2011,PG-13,86,21,27.9,TRUE,FALSE
Rango,2011,PG,107,87,123.2,TRUE,FALSE
Battle Los Angeles,2011,PG-13,116,35,83.5,TRUE,FALSE
Red Riding Hood,2011,PG-13,100,10,37.7,FALSE,TRUE
Mars Needs Moms,2011,PG,88,37,21.4,FALSE,FALSE
The FP,2011,R,82,48,0.0406,FALSE,FALSE
American Animal,2011,R,95,59,0.0059,FALSE,FALSE
Limitless,2011,PG-13,105,70,79.2,TRUE,FALSE
The Lincoln Lawyer,2011,R,118,83,58,FALSE,FALSE
Cedar Rapids,2011,R,87,86,6.9,TRUE,FALSE
Paul,2011,R,104,71,37.4,TRUE,TRUE
There Be Dragons,2011,PG-13,122,11,1.1,FALSE,TRUE
Sucker Punch,2011,PG-13,110,23,36.4,TRUE,TRUE
Diary of a Wimpy Kid: Rodrick Rules,2011,PG,99,48,52.7,TRUE,FALSE
Source Code,2011,PG-13,93,92,54.7,TRUE,TRUE
Hop,2011,PG,95,25,108,FALSE,FALSE
Restless,2011,PG-13,91,36,0.2,FALSE,FALSE
Your Highness,2011,R,102,27,21.6,TRUE,FALSE
Hanna,2011,PG-13,111,71,40.2,TRUE,TRUE
Arthur,2011,PG-13,110,26,33,TRUE,FALSE
Born to Be Wild,2011,G,40,98,24.2,TRUE,FALSE
Soul Surfer,2011,PG,106,46,43.9,TRUE,FALSE
Scream 4,2011,R,111,59,38.2,TRUE,FALSE
Rio,2011,G,96,72,143.6,TRUE,FALSE
Atlas Shrugged: Part I,2011,PG-13,97,11,4.6,TRUE,FALSE
Win Win,2011,R,106,94,10.2,TRUE,FALSE
New York Says Thank You,2011,G,86,0,0.5,FALSE,FALSE
Madea's Big Happy Family,2011,PG-13,106,38,53.3,TRUE,FALSE
Jane Eyre,2011,PG-13,120,84,11.2,TRUE,TRUE
African Cats,2011,G,89,71,15.4,FALSE,FALSE
Water for Elephants,2011,PG-13,120,60,58.7,TRUE,FALSE
The Perfect Family,2011,PG-13,84,48,0.1,FALSE,FALSE
Fast Five,2011,PG-13,131,78,209.8,TRUE,FALSE
Hoodwinked Too! Hood vs. Evil,2011,PG,86,11,10.1,TRUE,FALSE
Prom,2011,PG,104,36,10.1,FALSE,FALSE
Balls to the Wall,2011,R,85,0,0.0031,FALSE,FALSE
InSight,2011,R,92,0,0.017,FALSE,FALSE
"Wild Horse, Wild Ride",2011,PG,106,93,0.0946,TRUE,FALSE
Jumping the Broom,2011,PG-13,112,56,37.3,TRUE,FALSE
Thor,2011,PG-13,115,77,181,TRUE,FALSE
Priest,2011,PG-13,87,16,29.1,FALSE,FALSE
Bridesmaids,2011,R,125,90,169.1,TRUE,FALSE
The Tree of Life,2011,PG-13,139,84,13.3,TRUE,FALSE
The Beaver,2011,PG-13,91,61,1,TRUE,TRUE
35 and Ticking,2011,R,104,0,0.1,FALSE,FALSE
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,33,241.1,TRUE,TRUE
The Ledge,2011,R,101,14,0.0052,FALSE,TRUE
Kung Fu Panda 2,2011,PG,91,81,165.2,TRUE,FALSE
The Hangover Part II,2011,R,102,34,254.5,TRUE,FALSE
X-Men: First Class,2011,PG-13,132,87,146.4,TRUE,TRUE
5 Days of War,2011,R,113,33,0.0172,FALSE,FALSE
Judy Moody and the Not Bummer Summer,2011,PG,91,19,15,TRUE,FALSE
Super 8,2011,PG-13,112,82,127,TRUE,FALSE
Midnight in Paris,2011,PG-13,94,93,56.8,TRUE,TRUE
Green Lantern,2011,PG-13,114,26,116.6,TRUE,FALSE
Mr. Popper's Penguins,2011,PG,94,48,68.2,TRUE,FALSE
The Art of Getting By,2011,PG-13,83,18,1.4,TRUE,FALSE
Bad Teacher,2011,R,92,44,100.3,TRUE,FALSE
"Love, Wedding, Marriage",2011,PG-13,90,0,0.0014,FALSE,FALSE
Snow Flower and the Secret Fan,2011,PG-13,120,21,1.3,TRUE,TRUE
Cars 2,2011,G,106,39,191.5,TRUE,FALSE
Transformers: Dark of the Moon,2011,PG-13,154,35,352.4,TRUE,FALSE
Monte Carlo,2011,PG,109,38,23.2,FALSE,TRUE
Larry Crowne,2011,PG-13,98,36,35.6,FALSE,FALSE
Zookeeper,2011,PG,102,14,80.4,TRUE,FALSE
Horrible Bosses,2011,R,98,69,117.5,TRUE,FALSE
The Son of No One,2011,R,90,16,0.0289,FALSE,FALSE
Salvation Boulevard,2011,R,96,21,0.0274,FALSE,FALSE
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,96,381,TRUE,TRUE
Winnie the Pooh,2011,G,63,90,26.7,TRUE,FALSE
Friends with Benefits,2011,R,109,70,55.8,FALSE,FALSE
Captain America: The First Avenger,2011,PG-13,124,79,176.6,TRUE,FALSE
A Better Life,2011,PG-13,98,85,1.8,TRUE,FALSE
Cowboys & Aliens,2011,PG-13,119,44,100.2,TRUE,FALSE
"Crazy, Stupid, Love.",2011,PG-13,118,78,84.3,TRUE,FALSE
The Smurfs,2011,PG,103,22,142.6,TRUE,FALSE
The Change-Up,2011,R,112,25,37,FALSE,FALSE
Magic Trip,2011,R,107,69,0.2,FALSE,FALSE
Rise of the Planet of the Apes,2011,PG-13,105,82,176.7,TRUE,FALSE
The Help,2011,PG-13,146,76,169.7,TRUE,TRUE
Project Nim,2011,PG-13,93,98,0.4,TRUE,TRUE
Glee: The 3D Concert Movie,2011,PG,84,60,11.9,FALSE,FALSE
30 Minutes or Less,2011,R,83,44,37.1,FALSE,TRUE
Final Destination 5,2011,R,92,61,42.6,TRUE,TRUE
The Future,2011,R,91,71,0.6,FALSE,TRUE
Conan O'Brien Can't Stop,2011,R,89,80,0.3,FALSE,FALSE
Spy Kids: All the Time in the World in 4D,2011,PG,89,22,38.5,FALSE,FALSE
Conan the Barbarian,2011,R,113,24,21.3,FALSE,FALSE
One Day,2011,PG-13,107,36,13.8,FALSE,TRUE
Fright Night,2011,R,106,72,18.3,TRUE,FALSE
The Greatest Movie Ever Sold,2011,PG-13,90,73,0.6,TRUE,FALSE
Higher Ground,2011,R,109,81,0.8,TRUE,FALSE
The Family Tree,2011,R,87,10,0.0037,FALSE,TRUE
Colombiana,2011,PG-13,108,27,36.7,TRUE,TRUE
Our Idiot Brother,2011,R,90,67,24.8,FALSE,FALSE
Seeking Justice,2011,R,105,27,0.4,FALSE,FALSE
Shark Night 3D,2011,PG-13,90,17,18.9,TRUE,FALSE
Apollo 18,2011,PG-13,86,24,17.7,TRUE,TRUE
Seven Days in Utopia,2011,G,100,14,4.4,FALSE,FALSE
Bucky Larson: Born to Be a Star,2011,R,97,0,2.3,TRUE,FALSE
Contagion,2011,PG-13,106,84,75.6,TRUE,TRUE
Warrior,2011,PG-13,140,83,13.7,TRUE,FALSE
Creature,2011,R,93,11,0.3,FALSE,FALSE
I Don't Know How She Does It,2011,PG-13,89,17,9.7,TRUE,FALSE
Straw Dogs,2011,R,110,41,10.3,FALSE,FALSE
Drive,2011,R,100,93,35.1,TRUE,FALSE
Answers to Nothing,2011,R,124,9,0.022,FALSE,FALSE
A Bird of the Air,2011,PG-13,108,30,0.0102,FALSE,FALSE
Abduction,2011,PG-13,106,4,28.1,TRUE,FALSE
Dolphin Tale,2011,PG,113,82,72.3,TRUE,FALSE
Moneyball,2011,PG-13,133,95,75.6,TRUE,FALSE
Musical Chairs,2011,PG-13,102,37,0.0299,FALSE,FALSE
Margin Call,2011,R,107,88,5.4,TRUE,FALSE
Page One: Inside the New York Times,2011,R,92,79,1.1,TRUE,FALSE
Courageous,2011,PG-13,129,30,34.5,TRUE,FALSE
Red State,2011,R,88,58,1,TRUE,FALSE
50/50,2011,R,100,94,35,TRUE,FALSE
Munger Road,2011,PG-13,86,0,0.3,FALSE,FALSE
Dream House,2011,PG-13,92,6,21.3,FALSE,TRUE
What's Your Number?,2011,R,106,23,14,FALSE,FALSE
The Ides of March,2011,R,101,85,41,TRUE,FALSE
Real Steel,2011,PG-13,127,60,85.5,TRUE,TRUE
Intruders,2011,R,100,31,0.0647,FALSE,TRUE
Another Earth,2011,PG-13,92,63,1.3,TRUE,FALSE
The Thing,2011,R,103,35,16.9,FALSE,TRUE
Footloose,2011,PG-13,113,70,51.8,FALSE,FALSE
Texas Killing Fields,2011,R,105,33,0.0453,TRUE,FALSE
The Big Year,2011,PG,100,40,7.2,FALSE,FALSE
Addiction Incorporated,2011,PG-13,100,75,0.04,FALSE,FALSE
Paranormal Activity 3,2011,R,83,68,104,TRUE,FALSE
The Three Musketeers,2011,PG-13,110,24,20.4,FALSE,TRUE
We Need to Talk About Kevin,2011,R,112,76,1.7,TRUE,TRUE
Johnny English Reborn,2011,PG,101,39,8.3,FALSE,TRUE
Trespass,2011,R,91,10,0.0168,FALSE,TRUE
The Music Never Stopped,2011,PG,105,65,0.3,FALSE,FALSE
A Good Old Fashioned Orgy,2011,R,95,32,0.1,FALSE,FALSE
Puss in Boots,2011,PG,90,84,149.2,TRUE,FALSE
In Time,2011,PG-13,109,36,37.6,FALSE,FALSE
The Rum Diary,2011,R,120,50,13.1,TRUE,FALSE
The Double,2011,PG-13,98,20,0.1,FALSE,FALSE
Anonymous,2011,PG-13,130,46,4.5,TRUE,TRUE
Hide Away,2011,PG-13,88,42,0.0296,TRUE,FALSE
Machine Gun Preacher,2011,R,129,29,0.5,FALSE,FALSE
Tower Heist,2011,PG-13,104,68,78,FALSE,FALSE
A Very Harold & Kumar 3D Christmas,2011,R,90,68,35,FALSE,FALSE
Loosies,2011,PG-13,89,19,0.0033,FALSE,FALSE
Take Shelter,2011,R,120,91,1.7,TRUE,FALSE
Jack and Jill,2011,PG,91,3,74.2,TRUE,FALSE
Immortals,2011,R,110,35,83.5,TRUE,FALSE
J. Edgar,2011,R,137,43,37.3,TRUE,FALSE
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,117,24,281.3,TRUE,FALSE
The Muppets,2011,PG,103,96,88.6,TRUE,FALSE
Arthur Christmas,2011,PG,97,92,46.4,TRUE,TRUE
Hugo,2011,PG,126,94,73.8,TRUE,FALSE
The Deep Blue Sea,2011,R,98,79,1.1,TRUE,TRUE
Another Happy Day,2011,R,119,45,0.0085,TRUE,FALSE
New Year's Eve,2011,PG-13,113,7,54.5,TRUE,FALSE
The Sitter,2011,R,81,21,30.2,FALSE,FALSE
The Descendants,2011,R,115,89,82.6,TRUE,FALSE
On the Ice,2011,R,96,67,0.0705,TRUE,FALSE
Sherlock Holmes: A Game of Shadows,2011,PG-13,129,59,186.8,TRUE,FALSE
Alvin and the Chipmunks: Chipwrecked,2011,G,87,12,133.1,TRUE,FALSE
Young Adult,2011,R,94,80,16.3,TRUE,FALSE
Martha Marcy May Marlene,2011,R,102,90,3,TRUE,FALSE
Mission: Impossible - Ghost Protocol,2011,PG-13,133,93,209.4,TRUE,TRUE
The Girl with the Dragon Tattoo,2011,R,158,86,102.5,TRUE,TRUE
The Adventures of Tintin,2011,PG,107,75,77.6,TRUE,TRUE
We Bought a Zoo,2011,PG,124,66,75.6,TRUE,FALSE
My Week with Marilyn,2011,R,99,83,14.6,TRUE,TRUE
War Horse,2011,PG-13,146,77,79.9,TRUE,TRUE
The Darkest Hour,2011,PG-13,89,12,21.4,FALSE,FALSE
Roadie,2011,R,95,72,0.0076,TRUE,FALSE
Haywire,2011,R,93,80,18.9,FALSE,TRUE
Extremely Loud & Incredibly Close,2011,PG-13,129,46,31.8,TRUE,FALSE
The Artist,2011,PG-13,100,97,44.7,TRUE,TRUE
Like Crazy,2011,PG-13,90,72,3.4,TRUE,FALSE
The Grey,2011,R,117,79,51.5,TRUE,FALSE
Circumstance,2011,R,107,86,0.5,TRUE,TRUE
In the Land of Blood and Honey,2011,R,127,55,0.3,TRUE,FALSE
Buck,2011,PG,88,89,4,TRUE,FALSE
Ghost Rider: Spirit of Vengeance,2011,PG-13,96,17,51.8,FALSE,TRUE
Corman's World: Exploits of a Hollywood Rebel,2011,R,95,92,0.007,FALSE,FALSE
Albert Nobbs,2011,R,113,56,3,TRUE,TRUE
Goon,2011,R,92,82,4.2,FALSE,TRUE
Rampart,2011,R,108,74,1,TRUE,FALSE
Silent House,2011,R,86,41,12.6,TRUE,TRUE
Jiro Dreams of Sushi,2011,PG,81,99,2.6,TRUE,FALSE
Puncture,2011,R,100,51,0.0671,TRUE,FALSE
Friends with Kids,2011,R,107,66,7.3,FALSE,FALSE
Natural Selection,2011,R,90,71,0.0482,TRUE,FALSE
Bellflower,2011,R,106,74,0.2,TRUE,FALSE
The Trouble with Bliss,2011,PG-13,97,29,0.0109,TRUE,FALSE
The Innkeepers,2011,R,101,79,0.0775,TRUE,FALSE
Into the Abyss,2011,PG-13,107,91,0.2,TRUE,TRUE
The Island President,2011,PG,101,98,0.0752,TRUE,FALSE
Paul Williams Still Alive,2011,PG-13,87,97,0.0376,FALSE,TRUE
The Raid: Redemption,2011,R,101,85,4.1,TRUE,TRUE
Touchback,2011,PG-13,118,38,0.2,TRUE,FALSE
The Divide,2011,R,112,25,0.018,TRUE,TRUE
Damsels in Distress,2011,PG-13,99,75,1,TRUE,FALSE
Laugh at My Pain,2011,R,89,71,7.7,TRUE,FALSE
Being Elmo: A Puppeteer's Journey,2011,PG,80,95,0.3,TRUE,FALSE
Bully,2011,PG-13,98,84,44.7,TRUE,FALSE
Last Call at the Oasis,2011,PG-13,105,83,0.0408,TRUE,FALSE
A Little Bit of Heaven,2011,PG-13,106,4,0.01,FALSE,FALSE
Kill the Irishman,2011,R,106,63,1.2,FALSE,FALSE
"Jeff, Who Lives at Home",2011,R,83,78,4.2,FALSE,FALSE
The Best Exotic Marigold Hotel,2011,PG-13,124,78,46.4,TRUE,TRUE
God Bless America,2011,R,105,67,0.1,TRUE,FALSE
Margaret,2011,R,150,74,0.0465,TRUE,FALSE
Bernie,2011,PG-13,104,90,9.2,TRUE,FALSE
Killer Joe,2011,R,102,78,0.9,TRUE,FALSE
Lovely Molly,2011,R,99,41,0.018,TRUE,FALSE
Neil Young Journeys,2011,PG,87,88,0.2,FALSE,FALSE
Your Sister's Sister,2011,R,90,83,1.6,TRUE,FALSE
Revenge of the Electric Car,2011,PG-13,90,70,0.2,TRUE,FALSE
I Melt with You,2011,R,129,12,0.006,TRUE,FALSE
Undefeated,2011,PG-13,113,96,0.6,TRUE,FALSE
Sound of My Voice,2011,R,85,75,0.4,TRUE,FALSE
Terri,2011,R,105,86,0.7,TRUE,FALSE
"Peace, Love, & Misunderstanding",2011,R,96,29,0.5,TRUE,FALSE
Samsara,2011,PG-13,102,77,2.6,TRUE,TRUE
The Good Doctor,2011,PG-13,93,66,0.0032,FALSE,FALSE
The Day,2011,R,87,23,0.0205,TRUE,FALSE
Diana Vreeland: The Eye Has to Travel,2011,PG-13,86,94,1,TRUE,FALSE
10 Years,2011,PG-13,100,60,0.2,FALSE,FALSE
The Oranges,2011,R,90,34,0.4,FALSE,FALSE
Butter,2011,R,90,33,0.0709,FALSE,FALSE
Comic-Con Episode IV: A Fan's Hope,2011,PG-13,88,83,0.0347,FALSE,FALSE
4:44 Last Day on Earth,2011,R,82,48,0.0157,FALSE,TRUE
Dorfman in Love,2011,R,92,15,0.0137,TRUE,FALSE
October Baby,2011,PG-13,107,22,5.4,TRUE,FALSE
Violet & Daisy,2011,R,88,22,0.01,FALSE,FALSE
You're Next,2011,R,95,75,18.5,TRUE,TRUE
Take Me Home,2011,PG-13,97,0,0.0154,TRUE,FALSE
Cassadaga,2011,R,108,10,0.0017,FALSE,FALSE
Forks Over Knives,2011,PG,90,61,1,FALSE,FALSE
Fort McCoy,2011,R,100,50,0.0782,TRUE,FALSE
The Devil Inside,2012,R,83,6,53.2,TRUE,FALSE
Runaway Slave,2012,PG,108,0,0.0478,FALSE,TRUE
Joyful Noise,2012,PG-13,118,33,30.9,FALSE,FALSE
Contraband,2012,R,109,51,66.5,FALSE,TRUE
Red Tails,2012,PG-13,125,40,49.5,TRUE,FALSE
Underworld: Awakening,2012,R,88,26,62.3,TRUE,FALSE
Carol Channing: Larger Than Life,2012,PG,87,89,0.0155,TRUE,FALSE
LUV,2012,R,94,36,0.2,TRUE,FALSE
Tim and Eric's Billion Dollar Movie,2012,R,93,38,0.2,FALSE,FALSE
An Inconsistent Truth,2012,PG,89,0,0.0528,TRUE,FALSE
Man on a Ledge,2012,PG-13,102,31,18.6,FALSE,FALSE
One for the Money,2012,PG-13,91,2,26.4,TRUE,FALSE
Big Miracle,2012,PG,107,73,20.1,FALSE,TRUE
Chronicle,2012,PG-13,84,85,64.6,TRUE,FALSE
Journey 2: The Mysterious Island,2012,PG,94,42,103.8,TRUE,FALSE
The Vow,2012,PG-13,104,29,125,TRUE,TRUE
Safe House,2012,R,115,53,126.1,TRUE,TRUE
This Means War,2012,PG-13,103,26,54.8,TRUE,FALSE
Gone,2012,PG-13,94,11,11.7,FALSE,FALSE
Good Deeds,2012,PG-13,110,31,35,FALSE,FALSE
Act of Valor,2012,R,110,25,70,TRUE,FALSE
Wanderlust,2012,R,98,59,17.3,TRUE,FALSE
Red Lights,2012,R,114,29,0.0493,FALSE,TRUE
The Lorax,2012,PG,86,54,213.9,TRUE,FALSE
ATM,2012,R,90,9,0.002,FALSE,TRUE
Project X,2012,R,88,28,54.7,FALSE,FALSE
A Thousand Words,2012,PG-13,91,0,18.4,FALSE,FALSE
John Carter,2012,PG-13,132,51,73.1,TRUE,FALSE
Brooklyn Castle,2012,PG,101,96,0.2,TRUE,FALSE
The Do-Deca-Pentathlon,2012,R,76,74,0.01,FALSE,FALSE
Big Star: Nothing Can Hurt Me,2012,PG-13,113,92,0.1,FALSE,FALSE
21 Jump Street,2012,R,109,85,138.4,TRUE,FALSE
The Hunger Games,2012,PG-13,142,84,408,TRUE,FALSE
Meeting Evil,2012,R,89,13,0.000181,FALSE,FALSE
Mirror Mirror,2012,PG,106,49,64.9,TRUE,TRUE
Wrath of the Titans,2012,PG-13,99,25,83.6,TRUE,TRUE
American Reunion,2012,R,113,43,56.7,TRUE,FALSE
The Cabin in the Woods,2012,R,95,91,42,TRUE,FALSE
Blue Like Jazz,2012,PG-13,108,38,0.6,FALSE,FALSE
The Three Stooges,2012,PG,92,51,44.3,FALSE,FALSE
Woman Thou Art Loosed: On the 7th Day,2012,PG-13,101,20,1.2,FALSE,FALSE
Being Flynn,2012,R,102,51,0.5,FALSE,FALSE
Jack & Diane,2012,R,110,13,0.001,FALSE,FALSE
Think Like a Man,2012,PG-13,122,53,91.5,TRUE,FALSE
Jesus Henry Christ,2012,PG-13,92,24,0.0184,TRUE,FALSE
To the Arctic 3D,2012,G,40,67,0.000712,TRUE,FALSE
Marley,2012,PG-13,144,95,1.4,TRUE,TRUE
The Lucky One,2012,PG-13,101,20,60.4,TRUE,FALSE
The Raven,2012,R,110,22,16,FALSE,TRUE
Safe,2012,R,94,57,17.1,FALSE,FALSE
The Five-Year Engagement,2012,R,124,63,28.6,FALSE,TRUE
The Giant Mechanical Man,2012,PG-13,94,71,0.0054,FALSE,FALSE
The Pirates! Band of Misfits,2012,PG,88,86,31.1,TRUE,TRUE
The Avengers,2012,PG-13,143,92,623.3,TRUE,FALSE
Piranha 3DD,2012,R,83,13,0.4,TRUE,FALSE
Dark Shadows,2012,PG-13,113,37,79.7,TRUE,TRUE
Otter 501,2012,G,85,60,0.0129,FALSE,FALSE
Casa de mi Padre,2012,R,84,42,5.9,TRUE,FALSE
The Dictator,2012,R,83,57,59.6,TRUE,FALSE
Brake,2012,R,92,44,0.0043,FALSE,FALSE
Crooked Arrows,2012,PG-13,105,38,1.7,FALSE,FALSE
Battleship,2012,PG-13,131,34,65.2,TRUE,FALSE
What to Expect When You're Expecting,2012,PG-13,110,22,41.1,FALSE,FALSE
On the Road,2012,R,124,43,0.7,TRUE,TRUE
Darling Companion,2012,PG-13,103,22,0.8,FALSE,FALSE
Men in Black 3,2012,PG-13,106,69,179,TRUE,FALSE
Snow White and the Huntsman,2012,PG-13,127,48,155.1,TRUE,FALSE
Lola Versus,2012,R,87,35,0.3,FALSE,FALSE
Prometheus,2012,R,124,73,126.5,TRUE,TRUE
Madagascar 3: Europe's Most Wanted,2012,PG,93,79,216.4,TRUE,FALSE
Ai Weiwei: Never Sorry,2012,R,91,97,0.5,TRUE,FALSE
Rock of Ages,2012,PG-13,123,41,38.5,TRUE,FALSE
That's My Boy,2012,R,116,20,36.9,TRUE,FALSE
Battlefield America,2012,PG-13,106,8,0.2,FALSE,FALSE
Abraham Lincoln: Vampire Hunter,2012,R,105,35,37.5,FALSE,FALSE
Lay the Favorite,2012,R,94,19,0.021,FALSE,TRUE
Seeking a Friend for the End of the World,2012,R,101,55,6.6,FALSE,TRUE
Brave,2012,PG,93,78,237.3,TRUE,FALSE
The Last Ride,2012,PG-13,102,44,0.0163,FALSE,FALSE
Moonrise Kingdom,2012,PG-13,94,94,45.5,TRUE,FALSE
People Like Us,2012,PG-13,114,55,12.4,FALSE,FALSE
Ted,2012,R,106,67,218.6,TRUE,FALSE
Madea's Witness Protection,2012,PG-13,114,21,65.6,TRUE,FALSE
Magic Mike,2012,R,110,80,113.7,TRUE,FALSE
The Amazing Spider-Man,2012,PG-13,136,72,262,TRUE,FALSE
Beasts of the Southern Wild,2012,PG-13,93,86,12.8,TRUE,FALSE
Katy Perry: Part of Me,2012,PG,93,77,25.3,TRUE,FALSE
Savages,2012,R,131,51,47.3,FALSE,FALSE
The Magic of Belle Isle,2012,PG,109,30,0.1,FALSE,FALSE
To Rome with Love,2012,R,112,44,16.7,TRUE,TRUE
Cowgirls 'n Angels,2012,PG,92,0,0.1,TRUE,FALSE
Ice Age: Continental Drift,2012,PG,88,37,161.3,TRUE,FALSE
The Obama Effect,2012,PG-13,85,0,0.1,FALSE,FALSE
Soldiers of Fortune,2012,R,94,14,0.0388,FALSE,TRUE
